name, description, price
POVEL,caster for soft floors,693.4
PRÄGEL,countertop,180.84
PRAKTFULL PRO,51 S gas range,655.18
PRAKTFULL PRO,50 S exhaust hood,619.67
PRAKTFULL,gas range with wall panel/extr hood,98.3
PRÄKTIG,curtain rod set,443.28
PRÄNT,box,508.45
PRÄNT,box with lid,465.31
PRÄNT,magazine box with lid,831.91
PREMIÄR,series,214.51
PRESSA,clothes pin,149.54
PRESSA,hanging dryer with 16 clothes clips,195.61
PRESSA,ironing board cover,872.04
PRESTERA,fish/poultry shears,803.72
PRICKIG,microwave lid,800.61
PRODUKT,milk-frother,754.95
PRÖJS,desk pad,84.54
PROMPT,roasting pan with grill rack,241.25
PROPER,series,542.15
PRUTA,food saver,960.11
PUGG,wall clock,96.8
PULT,ceiling lamp,421.26
PUNKT,caster for soft floors,185.14
PUNKTLIG,paper napkin,718.31
PYRA,wok,546.58
PYSSLA,bead shape set of 4,25.15
PYSSLA,beads,369.26
RÅÅN,4-piece bathroom set,421.65
RÅÅN,mirror,190.87
RÅÅN,series,802.44
RÅÅN,soap dish,781.81
RÅÅN,soap dispenser,478.91
RABALDER,cable reel,31.59
RÅDIG,espresso maker 3 cup,463.81
RADIUM,spotlight system,809.88
RAGNA,fabric,891.05
RAJTAN,spice jar,82.83
RAKET,table easel,216.15
RAM,frame,173.62
RAM,mirror,549.17
RAMSKÄR,bathmat,63.18
RAMVIK,coffee table,927.63
RAMVIK,side table with drawer,619.92
RÄNTA,countertop lighting,101.97
RARITET,cheese dome,497.17
RARITET,food saver,299.69
RARITET,sereis,400.19
RAST,3 drawer chest,875.78
RAST,nightstand,858.63
RATIONELL,series,606.82
RÄTTVIK,series,909.63
RAVENEA,potted plant,355.63
REBBENES,leg frame,221.53
REDA,food saver,252.61
REDALEN,bed frame,708.94
REGOLIT,pendant lamp shade,409
REGOLIT,series,5.13
REKO,glass,75.32
REKTANGEL,series,105.88
REKTANGEL,vase,554.58
RENATE FLORA,pair of curtains,142.61
RENATE,collection,93.87
RENATE,shade,378.24
RENLIG,dishwasher,553.5
RENLIG,dishwasher with tall tub,126.75
RENLIG,integrated dishwasher,861
RENS,sheepskin,641.62
RESURS,carving board,420.58
RETRÄTT,knife block,175.16
RETUR,recycling bin,571.78
RIBBA,frame,395.15
RIBBA,frame for 2 pictures,801.78
RIBBA,series,772.12
RICKARD,swivel chair,336.64
RIGEL,hook,942.71
RIGGA,clothes rack,841.33
RIKLIG,teapot,352.82
RIKTIG ÖGLA,curtain ring,180.27
RIKTIG,curtain ring,646.81
RIKTIG,gathering tape,496.78
RIKTIG,hook,293.96
RIKTIG,tie-back,316.06
RILL,caster,640.54
RILL,locking caster,404.72
RINGSKÄR,detergent dispenser,942.29
RINGSKÄR,single lever kitchen faucet,835.16
RINGUM,rug,262.23
RISÖR,room divider,850.19
RISTEN,box with lid,482.9
RISTEN,box,90.17
RITVA,series,323.92
RIVAL,chopsticks 6 pairs,755.95
ROFYLLD,childrens rocking-chair,99.23
ROGER,chair,456.94
RÖJA,label holder,709.01
ROMANTISK,tray,410.03
RÖNÅS,block candle holder,20.26
RÖNÅS,candlestick,297.46
RÖNÅS,series,367.45
RÖNÅS,tealight holder,395.08
RONDO,18-piece dinnerware set,800.75
RÖNNBÄR,plant pot,757
RÖNNBÄR,saucer,114.64
RÖNNSKÄR,series,683.2
RÖRA,mortar and pestel,31.07
ROSTAD LÖK,roasted onion,456.18
ROTERA,lantern for tealight,697.85
RUDOLF,swivel chair,246.17
RUFSIG,wok utensils,614.38
RUGGA,picture hook,20.62
RULL,knob,302.75
RUNDEL,laundry bin,445.12
RUNDEL,wastepaper basket,535.47
RUSCH,wall clock,862.03
RUSIG,decorative stickers,656.74
RUSIG,rocker,642.58
RUSTIK,20-piece cutlery set,434.67
RUTBO,series,382.03
RUTER,ironing board,609.15
RUTGER/JULES,swivel chair with casters,943.84
RYKENE,bed frame,857.92
RYKENE,nightstand,596.4
SAGOSTEN,removable cover,756.63
SALMI,dining table,109.21
SALONG,vase,603.47
SALTGRUND,shower curtain,860.44
SALTSKÄR,mirror cabinet,633.4
SALTSKÄR,wall cabinet,299.89
SAMLA,series,403.13
SAMTID,floor/reading lamp,918.95
SAMTID,table lamp,492.47
SANELA,cushion cover,230.68
SANELA,pair of curtains,386.95
SANSAD,children's stool,681.39
SANSAD,children's table,4.5
SARALISA,fabric,66.07
SARITA,fabric,970.07
SARITA,pair of curtains,243.04
SÄTER,2.5-seat sofa,568.43
SÄVERN,mirror,345.96
SÄVERN,series,79.55
SÄVERN,towel hanger/shelf,167.99
SÄVERN,wall shelf unit,466.51
SAXNÄS,frame,849.52
SCHLUMBERGERA,potted plant,473.07
SEBASTIAN,bar stool,945.84
SEDLIG,20-piece cutlery set,887.28
SEDLIG,coffee spoon,27.48
SEDLIG,salad/dessert fork,403.47
SEDLIG,spoon,923.94
SEDLIG,teaspoon,565.74
SEKIN,serving bowl,306.47
SEMVIK,4-piece bathroom set,499.74
SEMVIK,tumbler,337.42
SENIOR,oven/serving dish,954.16
SENIOR,series,9.44
SIGNE,rug,138.6
SIGNUM,series,34.99
SIGRID,dish towel,513.74
SIGRID,pot holder,542.98
SIGRID,series,972.29
SINDAL,door mat,275.64
SIRLIG,chandelier for 10 candles,47.08
SJÖVIK,buffet,691.25
SJÖVIK,dining table,149.27
SKALA,tray,191.65
SKÅLIG,serving plate,813.89
SKÄNKA,frying pan,949.93
SKÄNKA,pot with lid,947.34
SKÄNKA,series,909.31
SKÄR,series,350.93
SKIMMER,block candle holder,152.52
SKIMMER,candlestick,239.37
SKIMRA,shade,514.54
SKIR,series,554.72
SKOJ,wall clock,144.67
SKOJIG,ighting Series,124.11
SKOJIG,wall lamp,822.24
SKOJIG,work lamp,72.53
SKORPOR FULLKORN,wholemeal crisprolls,64.92
SKORPOR KARDEMUMMA,cardamom crisp rolls,953.18
SKRAPA,rubber spatula,995.05
SKRIBENT,book-end,609.81
SKRUVSTA,swivel chair,953.53
SKUBB,box,0.19
SKUBB,box with compartments,2.78
SKUBB,clothes cover,40.81
SKUBB,hanging clothes bag,599.19
SKUBB,organizer with 5 compartments,797.6
SKUBB,organizer with 9 compartments,710.75
SKUBB,series,435.58
SKUBB,shoe box,395.4
SKUBB,storage box,805.45
SKUBB,storage case,826.01
SKUGGIG,curtain rod set,127.88
SKUGGIG/ENJE,window solution,877.59
SKUTTA,coaster,885.2
SKUTTA,place mat,996.94
SKYDD,wood treatment oil,637.56
SKYDDA,series,360.96
SLABANG,alarm clock,299.79
SLÄTTEN,floor,401.66
SLÄTTHULT,series,897.36
SLIPAD,3-piece knife set,175.48
SLIPAD,knife block with 5 knives,576.48
SLITBAR,chef's knife,464.16
SLITBAR,series,815.02
SLOM,bottle with stopper,966.52
SLOM,series,190.92
SLUGGER,caster,803.18
SLUGIS,box,792.68
SLUGIS,lid,638.51
SLUKA,vacuum flask,374.91
SLUMRA,flat sheet,504.61
SMÅDAL TV,unit,408.93
SMÅDAL,bookcase,4.11
SMÅDAL,bookcase with drawer,60.34
SMÅDAL,coffee table,885.94
SMÅDAL,desk,7.8
SMÅDAL,glass door,114.52
SMAKA,cheese slicer,681.43
SMÄRT,table lamp,5.09
SMARTA NYTTA,serving bowl,74.73
SMARTA NYTTA,serving plate,97.22
SMARTA,oven/serving dish,427.43
SMARTA,pie dish,275.73
SMARTA,series,48.4
SMARTA,serving bowl,710.63
SMARTA,serving plate,433.81
SMASKA,3-piece cutlery set,369.41
SMASKA,6-piece feeding/baby spoon set,423.85
SMASKA,bowl,223.17
SMASKA,eating series,276.69
SMASKA,plate,62.49
SMASKA,training cup,917.5
SMEDSTA,swivel armchair cover,471.18
SMEDSTA,swivel chair,918.09
SMIDD,handle,479.84
SMILA BAGGE,wall lamp,45.24
SMILA BLOMMA,wall lamp,664.23
SMILA MÅNE,wall lamp,752.55
SMILA SOL,ceiling lamp,49.3
SMILA STJÄRNA,wall lamp,723.84
SMYCKA,artificial flower,627.77
SMYCKA,artificial garland,217.22
SMYCKA,artificial wreath,189.33
SMYCKA,series,779.83
SNÅLIS,box,449.84
SNÅLIS,lid,604.77
SNÅR,place mat,879.53
SNÄRTIG,artificial flower,913.69
SNÄRTIG,vase,415.24
SNIGLAR,series,96.75
SNILLE,swivel chair,420.53
SNILLE,visitor chair,174.42
SNITSIG,pot with lid,560.92
SNITSIG,series,235.7
SNITTA,knife,460.66
SNÖA,hristmas stocking,763.63
SNÖA FLINGA,fabric,211.99
SNÖA FLINGA,place mat,112.54
SNÖA HIMMELSK,cushion,652.36
SNÖA HIMMELSK,fabric,578.27
SNÖA MEDALJONG,tablecloth,490.44
SNÖA RUTAN,bag,200.88
SNÖA RUTAN,bath towel,949.41
SNÖA RUTAN,bedspread,939.7
SNÖA RUTAN,cushion,797.13
SNÖA RUTAN,duvet cover and pillowcase(s),703.85
SNÖA RUTAN,fabric,334.27
SNÖA STJÄRNA,apron,907.91
SNÖA STJÄRNA,carry bag,330.38
SNÖA STJÄRNA,children's apron,850.8
SNÖA STJÄRNA,dish towel,491.86
SNÖA STJÄRNA,duvet cover and pillowcase(s),221.73
SNÖA STJÄRNA,fabric,255.54
SNÖA STJÄRNA,oven mitt,751.96
SNÖA STJÄRNA,pot holder,40.64
SNÖA STJÄRNA,rug,596.69
SNÖA STJÄRNA,sleeping bag/comforter,760.89
SNÖA,bag,171.76
SNÖA,cushion,521.86
SNÖA,napkin,662.2
SNÖA,shower curtain,722.74
SNÖA,tablecloth,611.62
SNÖA,throw,980.1
SNODD,knob,390.31
SNÖIG,floor lamp,730.72
SNÖIG,pendant lamp,728.79
SNÖIG,wall lamp,700.45
SNÖIG,work lamp,284.35
SNÖRIK,pastry cutter,174.96
SNÖRIK,tin,568.84
SNÖVITA,24-piece gift wrap and label set,351.98
SNÖVITA,block candle,167.94
SNÖVITA,candle in glass,465.77
SNÖVITA,card with envelope,838.66
SNÖVITA,decorative bow,313.61
SNÖVITA,double-sided gift wrap,604.57
SNÖVITA,gift bag,876.59
SNÖVITA,gift bag,870.52
SNÖVITA,gift bag,781.4
SNÖVITA,gift box,472.89
SNÖVITA,gift card,943.2
SNÖVITA,gift wrap,848.52
SNÖVITA,lantern for block candle,458.38
SNÖVITA,lantern for candle in a metal cup,730.16
SNÖVITA,plant pot,720.56
SNÖVITA,ribbon,579.61
SNÖVITA,ribbon,510.11
SNÖVITA,scented candle in glass,489.68
SNÖVITA,tealight holder,189.72
SNUDDA,lazy Susan,785.56
SOCKER,series,533.97
SOCKERÄRT,vase,840.01
SODA,drinking straw,333.44
SOFIA,fabric,895.73
SOLMYRA,picture,151.54
SOLSTA OLARP,chair,224.98
SOLSTA PÄLLBO,footstool,303.26
SOLSTA,sofa bed,452.61
SOLSTRÅLE,vase,645.44
SOLVAR,chair,476.66
SOLVEIG,panel curtain,998.55
SOMNAT,crib,661.2
SOMRIG,vase,708.06
SÖNDRUM,series,396.08
SONGE,mirror,815.44
SORGLÖS,vase,972.69
SÖRLI,mirror,281.51
SORTERA,recycling bin with lid,133.26
SORTI,place mat,956.58
SÖRUM,nightstand,44.97
SPALT,napkin ring/place card stand,660.27
SPÄNN,handle,694.4
SPARKA,soft toy,195.52
SPÄRRA,plastic sheeting,870.72
SPARSAM,compact twin tube,784.33
SPARSAM,fluorescent tube T5,515.91
SPARSAM,low-energy bulb,574.84
SPATHIPHYLLUM,potted plant,440.08
SPEJA,tunnel,461.47
SPÖKA,night light,775.52
SPOLING,eries,386.56
SPONTAN,container for metal board,675.66
SPONTAN,magnetic board,920.37
SPONTAN,series,513.32
SPRALLIG,knob/hook rack,536.81
SPRITTA,series,881.7
STABIL,lid,945.55
STABIL,pasta insert,883.03
STABIL,series,965.08
STACKIG,tray,169.77
STÄLL,series,492.64
STÄM,series,233.18
STAPEL,basket,423.66
STARTBOX PLUS,60-piece dinnerware set,220.38
STAVE,mirror,235.72
STEFAN,chair,460.95
STEK,knife,767.89
STEKA,frying pan,274.53
STENSTORP,kitchen cart,30.78
STENSTORP,kitchen island,451.92
STENSTORP,wall shelf,635.31
STIL,series,327.93
STJÄLK,vase,814.82
STOLMEN,system,963.58
STOPP FILT,rug underlay with anti-slip,147.75
STOPP,anti-slip underlay,169.33
STORÅ,loft bed frame,486.18
STORNÄS,buffet,138.33
STORNÄS,dining table,31.02
STRÅLANDE,chopper,455.45
STRÅLANDE,grater with container,687.14
STRÅLANDE,grater with handle,88.92
STRÅLANDE,rotary grater,305.56
STRÄNGNÄS,series,486.38
STRÄNGSMÅLA,frame,141.27
STRANNE,floor lamp,74.19
STRANNE,table lamp,89.29
STRECKET,handle,310.99
STRIB,rug,566.1
STRIKT,series,311.75
STRIND,coffee table,577.26
STRÖSSEL,ice-cream scoop,475.61
STUVA,system,983.14
STYCKE,shade,434.94
SUCCULENT,potted plant,386
SULTAN ALSARP,foundation with storage,667.44
SULTAN ÅRAM,foundation,799.68
SULTAN ATNA,box spring,741.29
SULTAN ELSFJORD,latex mattress,883.98
SULTAN ENGENES,latex mattress,979.02
SULTAN ERFJORD,natural latex mattress,374.45
SULTAN FÅVANG,high-resilience foam mattress,497.85
SULTAN FIDJETUN,memory foam mattress,309.67
SULTAN FINNVIK,memory foam mattress,546.72
SULTAN FJORDGARD,latex and foam mattress,27.21
SULTAN FLOKENES,memory foam mattress,399.51
SULTAN FLORVÅG,foam mattress,865.8
SULTAN FONNES,foam mattress,712.1
SULTAN FOSSING,latex and foam mattress,455.4
SULTAN HAGAVIK,active-response coil mattress,686.4
SULTAN HAMNVIK,active-response coil mattress,78.06
SULTAN HANESTAD,active-response coil mattress,146.11
SULTAN HARESTUA,spring mattress,145.25
SULTAN HJARTDAL,memory foam pillowtop mattress,132.63
SULTAN HJELMÅS,latex pillowtop spring mattress,947.33
SULTAN HUGLO,spring mattress,909.16
SULTAN LADE,slatted bed base,348.73
SULTAN LANGHUS,slatted bed base,120.22
SULTAN LAUKVIK,slatted bed base,765.12
SULTAN LAXEBY,slatted bed base,233.86
SULTAN LERBÄCK,slatted bed base,433.64
SULTAN LONEVÅG,slatted bed base,366.91
SULTAN LURÖY,slatted bed base,387.15
SULTAN TAFJORD,pillowtop,684.32
SULTAN TÅRSTA,pillowtop,47.52
SULTAN TJÖME,pillowtop,697.71
SULTAN TOLG,pillowtop,244.12
SULTAN TVEIT,pillowtop,584.29
SULTAN,connection fitting for spring bases,578.83
SULTAN,leg,498.66
SULTAN,support leg,321.57
SUMMERA,series,721.44
SUNNAN,work lamp,592.53
SUPERFIN,tealight holder,699.81
SUVERÄN,mattress cover,274.95
SVAJS,clothes cover,36.95
SVALA,children's table,542.51
SVALBO,dining table,965.39
SVALBO,sideboard,174.33
SVALKA,series,559.59
SVEJE,rug,216.17
SVEP,handle,173.91
SVEP,knob,553.43
SVIND TV,unit,125.73
SVIT,20-piece cutlery set,846.02
SY,7-piece start box,421.68
SY,iron-on hemming tape,191.31
SY,pinking shears,808.9
SY,scissors,876.66
SY,sewing thread,871.55
SYNTES KONST,bowl,796.52
TACKSAM,curtain rod set,694.89
TAG,handle,202.71
TAJMA,wall clock,976.28
TAJT,vase,334.22
TÄLJARE,curtain rod set,907.18
TALLVIK,table lamp,319.66
TÄNDA,timer,693.4
TANJA BRODYR,duvet cover and pillowsham(s),180.84
TÄRNAN,single lever kitchen faucet,655.18
TÅRNBY,rug,619.67
TÅRTA MANDEL,almond cake,98.3
TASSA NATT,wall lamp,443.28
TEKLA,dish towel,508.45
TERJE,folding chair,465.31
TERMOSFÄR,low-voltage wire system 5 spots,831.91
TERTIAL,work lamp,214.51
TEXTUR,floor lamp,149.54
TEXTUR,floor/table lamp,195.61
TEXTUR,table lamp,872.04
THISTED,hand towel,803.72
TIDIG,ceiling spotlight with 5 spots,800.61
TINDRA,seies,754.95
TIRUP,swivel chair,84.54
TITTA DJUR,finger puppet,241.25
TITTA FOLK,finger puppet,542.15
TJUSIG,series,960.11
TOBIAS,chair,96.8
TOBO TV,panel,421.26
TOBO TV,panel with media storage,185.14
TOBO TV,unit,718.31
TOFTBO,bathmat,546.58
TOGA,place mat,25.15
TOKIG,salad spinner,369.26
TOLGA,organizer,421.65
TOLGA,series,190.87
TOLSBY,frame for 2 pictures,802.44
TORBJÖRN,swivel chair,781.81
TORKA,decoration ball,478.91
TORKA,decorative stalk,31.59
TORKA,dried bouquet,463.81
TORSBY,collection,809.88
TORSBY,table,891.05
TOSTARP,series,82.83
TRÅDIG,bowl,216.15
TRÅDIG,candlestick,173.62
TRÅL,series,549.17
TRAMPA,door mat,63.18
TRANBY,mirror,927.63
TRATT,candle snuffer,619.92
TRENSUM,mirror,101.97
TRILLING,poster,497.17
TRIPP,storage tin with lid,299.69
TRIVSAM,coffee cup and saucer,400.19
TRIVSAM,espresso cup and saucer,875.78
TRIVSAM,series,858.63
TRIVSAM,serving bowl,606.82
TRIVSAM,serving plate,909.63
TROFAST,ext bed frame with slatted bed base,355.63
TROFAST,toy storage series,221.53
TROJKA,scissors,252.61
TROJKA,scissors,708.94
TROLIG,curtain rod set,409
TROLLFJORDEN,toiletries bag,5.13
TROLLSTA,series,75.32
TROMSNES,day-bed frame,105.88
TROMSÖ,series,554.58
TRONDHEIM,series,142.61
TRONES,shoe storage,93.87
TROPISK,potted plant,378.24
TROSS,track light with 3 spotlights,553.5
TRYGG,serving bowl,126.75
TRYTA,bench,861
TULLSTA,chair,641.62
TULSEBODA,candle holder,420.58
TULSEBODA,candlestick,175.16
TULSEBODA,tealight holder,571.78
TUNDRA,floor,395.15
TUNDRA,molding,801.78
TUNDRA,multi-function profile,772.12
TUPPLUR,pair of curtains,336.64
TUPPLUR,roller blind,942.71
TVÅBLAD CIRKEL,duvet cover and pillowcase(s),841.33
TVÅBLAD RUND,duvet cover and pillowcase(s),352.82
TVÅBLAD,duvet cover and pillowcase(s),180.27
TVILLING,poster,646.81
TYDA,handle,496.78
TYGLÖSA,frame,293.96
TYLÖSAND,corner sofa/sofa-bed,316.06
TYLÖSAND,footstool,640.54
TYLÖSAND,one-seat section,404.72
TYLÖSAND,series,942.29
TYLÖSAND,sofa bed slipcover,835.16
TYSNES,table mirror,262.23
TYST,coaster,850.19
TYST,place mat,482.9
ULDUM,rug,90.17
ULLAKAJSA,roller blind,323.92
ULSBERG,mirror,755.95
ULSBERG,nightstand,99.23
UNG DRILL,frame,456.94
UNNI,rug,709.01
UNNI,rug,410.03
UPPENBAR,measuring cup,20.26
UPPLEVA ORMO,wall bracket for flat screen TV,297.46
UPPTÄCKA,backpack on wheels,367.45
UPPTÄCKA,bag,395.08
UPPTÄCKA,briefcase,800.75
UPPTÄCKA,carry-on with wheels and briefcase,757
UPPTÄCKA,laptop bag,114.64
UPPTÄCKA,shopping bag with wheels,683.2
UPPTÄCKA,toiletries bag,31.07
UPPTÄCKA,umbrella,456.18
UPPTÄCKA,weekend bag with toilet bag,697.85
URBAN,bar stool,246.17
URBAN,chair,614.38
UTBY,bar table,20.62
UTBY,kitchen island,302.75
UTBY,series,445.12
UTBY,underframe,535.47
UTMÄRKT,series,862.03
UTSIRA,mirror,656.74
VÅGEN,curtain rod set,642.58
VÅGEN,double wall hardware,434.67
VÅGEN/ENJE,window solution,382.03
VÄGGIS,noticeboard,609.15
VÄGHULT,series,943.84
VAKEN,glass,857.92
VALBY RUTA,rug,596.4
VALBY,rug,756.63
VALLVIK,3 drawer chest,109.21
VALLVIK,6-drawer dresser,603.47
VALLVIK TV,bench/coffee table,860.44
VALLVIK,bookcase,633.4
VÄNLIG,series,299.89
VÄNNA,unknown,403.13
VANVIK,bed frame,918.95
VÄRDE,base cabinet,492.47
VÄRDE,countertop,230.68
VÄRDE,double bowl sink,386.95
VÄRDE,glass-door wall cabinet,681.39
VÄRDE,high cabinet f built-in oven/micro,4.5
VÄRDE,series,66.07
VÄRDE,shelving unit,970.07
VÄRME,teapot,243.04
VARSAM,tray,568.43
VARSE,paper napkin,345.96
VASEN,vase,79.55
VÄTE,series,167.99
VEJEN,rug,466.51
VEJMON,coffee table,849.52
VEJMON,series,473.07
VEJMON,side table,945.84
VERKLIG,curtain rod set,887.28
VERKSAM,pair of armrests,27.48
VERKSAM,swivel chair,403.47
VESSLA,lid,923.94
VESSLA,storage crate with casters,565.74
VIKA AMON/VIKA CURRY,table,306.47
VIKA,table bar,499.74
VIKARE,guard rail,337.42
VIKIS,alarm clock,954.16
VILA,3-piece sheet set,9.44
VILA,pillow sham,138.6
VILDBÄR,spray bottle,34.99
VILDRIS,duvet cover and pillowcase(s),513.74
VILMIE,collection,542.98
VILSHULT,picture,972.29
VILSHULT,series,275.64
VINDE,rug,47.08
VINNA,handle,691.25
VINSTRA,6-drawer dresser,149.27
VINSTRA,dressing table with mirror,191.65
VINSTRA,nightstand,813.89
VIPPA,hook,949.93
VIREN,series,947.34
VIRRE,slide with ladder and guard rail,909.31
VIRSERUM,series,350.93
VISEN,series,152.52
VISEN,toilet roll holder,239.37
VISEN,tumbler,514.54
VISEN,wire basket,554.72
VITAMIN,stool,144.67
VITAMINER,textiles,124.11
VITSKÄR,3-piece bathroom set,822.24
VITSKÄR,soap dish,72.53
VITSKÄR,toothbrush holder,64.92
VITTEN,rug,953.18
VIVAN,pair of curtains,995.05
VOLMAR,swivel chair,609.81
VOLYM,steel vacuum flask,953.53
VRETA,chair,0.19
VRETA,corner sofa w end unit left,2.78
VRETA,corner sofa with arm left,40.81
VRETA,corner sofa with arm right,599.19
VRETA,corner sofa with end unit right,797.6
VRETA,end unit/footstool,710.75
VRETA,footstool,435.58
VRETA,loveseat,395.4
VRETA,series,805.45
VRETA,sofa,826.01
VRETA,sofa bed,127.88
VRETA,swivel/reclining/armchair,877.59
VURM,4-bottle wine rack,885.2
VYSSA,series,996.94
WILMA,pair of curtains,637.56
YNGAREN,bottle,360.96
YNGAREN,bowl,299.79
YNGAREN,jar with lid,401.66
YNGAREN,soap dispenser,897.36
YNGAREN,tumbler,175.48
YNGSJÖ,tealight holder,576.48
YSTER,handle,464.16
YUCCA ELEPHANTIPES,potted plant,815.02
ZITA RAND,apron,966.52
ZITA,oven mitt,190.92
