name, description, price
SMARTA,oven/serving dish,100
SMARTA,pie dish,0
SMARTA,series,100
SMARTA,serving bowl,0
SMARTA,serving plate,100
SMASKA,3-piece cutlery set,0
SMASKA,6-piece feeding/baby spoon set,100
SMASKA,bowl,0
SMASKA,eating series,100
SMASKA,plate,0
SMASKA,training cup,100
SMEDSTA,swivel armchair cover,0
SMEDSTA,swivel chair,100
SMIDD,handle,0
SMILA BAGGE,wall lamp,100
SMILA BLOMMA,wall lamp,0
SMILA MÅNE,wall lamp,100
SMILA SOL,ceiling lamp,0
SMILA STJÄRNA,wall lamp,100
SMYCKA,artificial flower,0
SMYCKA,artificial garland,100
SMYCKA,artificial wreath,0
SMYCKA,series,100
SNÅLIS,box,0
SNÅLIS,lid,100
SNÅR,place mat,0
SNÄRTIG,artificial flower,100
SNÄRTIG,vase,0
SNIGLAR,series,100
SNILLE,swivel chair,0
SNILLE,visitor chair,100
SNITSIG,pot with lid,0
SNITSIG,series,100
SNITTA,knife,0
SNÖA,hristmas stocking,100
SNÖA FLINGA,fabric,0
SNÖA FLINGA,place mat,100
SNÖA HIMMELSK,cushion,0
SNÖA HIMMELSK,fabric,100
SNÖA MEDALJONG,tablecloth,0
SNÖA RUTAN,bag,100
SNÖA RUTAN,bath towel,0
SNÖA RUTAN,bedspread,100
SNÖA RUTAN,cushion,0
SNÖA RUTAN,duvet cover and pillowcase(s),100
SNÖA RUTAN,fabric,0
SNÖA STJÄRNA,apron,100
SNÖA STJÄRNA,carry bag,0
SNÖA STJÄRNA,children's apron,100
SNÖA STJÄRNA,dish towel,0
SNÖA STJÄRNA,duvet cover and pillowcase(s),100
SNÖA STJÄRNA,fabric,0
SNÖA STJÄRNA,oven mitt,100
SNÖA STJÄRNA,pot holder,0
SNÖA STJÄRNA,rug,100
SNÖA STJÄRNA,sleeping bag/comforter,0
SNÖA,bag,100
SNÖA,cushion,0
SNÖA,napkin,100
SNÖA,shower curtain,0
SNÖA,tablecloth,100
SNÖA,throw,0
SNODD,knob,100
SNÖIG,floor lamp,0
SNÖIG,pendant lamp,100
SNÖIG,wall lamp,0
SNÖIG,work lamp,100
SNÖRIK,pastry cutter,0
SNÖRIK,tin,100
SNÖVITA,24-piece gift wrap and label set,0
SNÖVITA,block candle,100
SNÖVITA,candle in glass,0
SNÖVITA,card with envelope,100
SNÖVITA,decorative bow,0
SNÖVITA,double-sided gift wrap,100
SNÖVITA,gift bag,0
SNÖVITA,gift bag,100
SNÖVITA,gift bag,0
SNÖVITA,gift box,100
SNÖVITA,gift card,0
SNÖVITA,gift wrap,100
SNÖVITA,lantern for block candle,0
SNÖVITA,lantern for candle in a metal cup,100
SNÖVITA,plant pot,0
SNÖVITA,ribbon,100
SNÖVITA,ribbon,0
SNÖVITA,scented candle in glass,100
SNÖVITA,tealight holder,0
SNUDDA,lazy Susan,100
SOCKER,series,0
SOCKERÄRT,vase,100
SODA,drinking straw,0
SOFIA,fabric,100
SOLMYRA,picture,0
SOLSTA OLARP,chair,100
SOLSTA PÄLLBO,footstool,0
SOLSTA,sofa bed,100
SOLSTRÅLE,vase,0
SOLVAR,chair,100
SOLVEIG,panel curtain,0
SOMNAT,crib,100
SOMRIG,vase,0
SÖNDRUM,series,100
SONGE,mirror,0
SORGLÖS,vase,100
SÖRLI,mirror,0
SORTERA,recycling bin with lid,100
SORTI,place mat,0
SÖRUM,nightstand,100
SPALT,napkin ring/place card stand,0
SPÄNN,handle,100
SPARKA,soft toy,0
SPÄRRA,plastic sheeting,100
SPARSAM,compact twin tube,0
SPARSAM,fluorescent tube T5,100
SPARSAM,low-energy bulb,0
SPATHIPHYLLUM,potted plant,100
SPEJA,tunnel,0
SPÖKA,night light,100
SPOLING,eries,0
SPONTAN,container for metal board,100
SPONTAN,magnetic board,0
SPONTAN,series,100
SPRALLIG,knob/hook rack,0
SPRITTA,series,100
STABIL,lid,0
STABIL,pasta insert,100
STABIL,series,0
STACKIG,tray,100
STÄLL,series,0
STÄM,series,100
STAPEL,basket,0
STARTBOX PLUS,60-piece dinnerware set,100
STAVE,mirror,0
STEFAN,chair,100
STEK,knife,0
STEKA,frying pan,100
STENSTORP,kitchen cart,0
STENSTORP,kitchen island,100
STENSTORP,wall shelf,0
STIL,series,100
STJÄLK,vase,0
STOLMEN,system,100
STOPP FILT,rug underlay with anti-slip,0
STOPP,anti-slip underlay,100
STORÅ,loft bed frame,0
STORNÄS,buffet,100
STORNÄS,dining table,0
STRÅLANDE,chopper,100
STRÅLANDE,grater with container,0
STRÅLANDE,grater with handle,100
STRÅLANDE,rotary grater,0
STRÄNGNÄS,series,100
STRÄNGSMÅLA,frame,0
STRANNE,floor lamp,100
STRANNE,table lamp,0
STRECKET,handle,100
STRIB,rug,0
STRIKT,series,100
STRIND,coffee table,0
STRÖSSEL,ice-cream scoop,100
STUVA,system,0
STYCKE,shade,100
SUCCULENT,potted plant,0
SULTAN ALSARP,foundation with storage,100
SULTAN ÅRAM,foundation,0
SULTAN ATNA,box spring,100
SULTAN ELSFJORD,latex mattress,0
SULTAN ENGENES,latex mattress,100
SULTAN ERFJORD,natural latex mattress,0
SULTAN FÅVANG,high-resilience foam mattress,100
SULTAN FIDJETUN,memory foam mattress,0
SULTAN FINNVIK,memory foam mattress,100
SULTAN FJORDGARD,latex and foam mattress,0
SULTAN FLOKENES,memory foam mattress,100
SULTAN FLORVÅG,foam mattress,0
SULTAN FONNES,foam mattress,100
SULTAN FOSSING,latex and foam mattress,0
SULTAN HAGAVIK,active-response coil mattress,100
SULTAN HAMNVIK,active-response coil mattress,0
SULTAN HANESTAD,active-response coil mattress,100
SULTAN HARESTUA,spring mattress,0
SULTAN HJARTDAL,memory foam pillowtop mattress,100
SULTAN HJELMÅS,latex pillowtop spring mattress,0
SULTAN HUGLO,spring mattress,100
SULTAN LADE,slatted bed base,0
SULTAN LANGHUS,slatted bed base,100
SULTAN LAUKVIK,slatted bed base,0
SULTAN LAXEBY,slatted bed base,100
SULTAN LERBÄCK,slatted bed base,0
SULTAN LONEVÅG,slatted bed base,100
SULTAN LURÖY,slatted bed base,0
SULTAN TAFJORD,pillowtop,100
SULTAN TÅRSTA,pillowtop,0
SULTAN TJÖME,pillowtop,100
SULTAN TOLG,pillowtop,0
SULTAN TVEIT,pillowtop,100
SULTAN,connection fitting for spring bases,0
SULTAN,leg,100
SULTAN,support leg,0
SUMMERA,series,100
SUNNAN,work lamp,0
SUPERFIN,tealight holder,100
SUVERÄN,mattress cover,0
SVAJS,clothes cover,100
SVALA,children's table,0
SVALBO,dining table,100
SVALBO,sideboard,0
SVALKA,series,100
SVEJE,rug,0
SVEP,handle,100
SVEP,knob,0
SVIND TV,unit,100
SVIT,20-piece cutlery set,0
SY,7-piece start box,100
SY,iron-on hemming tape,0
SY,pinking shears,100
SY,scissors,0
SY,sewing thread,100
SYNTES KONST,bowl,0
TACKSAM,curtain rod set,100
TAG,handle,0
TAJMA,wall clock,100
TAJT,vase,0
TÄLJARE,curtain rod set,100
TALLVIK,table lamp,0
TÄNDA,timer,100
TANJA BRODYR,duvet cover and pillowsham(s),0
TÄRNAN,single lever kitchen faucet,100
TÅRNBY,rug,0
TÅRTA MANDEL,almond cake,100
TASSA NATT,wall lamp,0
TEKLA,dish towel,100
TERJE,folding chair,0
TERMOSFÄR,low-voltage wire system 5 spots,100
TERTIAL,work lamp,0
TEXTUR,floor lamp,100
TEXTUR,floor/table lamp,0
TEXTUR,table lamp,100
THISTED,hand towel,0
TIDIG,ceiling spotlight with 5 spots,100
TINDRA,seies,0
TIRUP,swivel chair,100
TITTA DJUR,finger puppet,0
TITTA FOLK,finger puppet,100
TJUSIG,series,0
TOBIAS,chair,100
TOBO TV,panel,0
TOBO TV,panel with media storage,100
TOBO TV,unit,0
TOFTBO,bathmat,100
TOGA,place mat,0
TOKIG,salad spinner,100
TOLGA,organizer,0
TOLGA,series,100
TOLSBY,frame for 2 pictures,0
TORBJÖRN,swivel chair,100
TORKA,decoration ball,0
TORKA,decorative stalk,100
TORKA,dried bouquet,0
TORSBY,collection,100
TORSBY,table,0
TOSTARP,series,100
TRÅDIG,bowl,0
TRÅDIG,candlestick,100
TRÅL,series,0
TRAMPA,door mat,100
TRANBY,mirror,0
TRATT,candle snuffer,100
TRENSUM,mirror,0
TRILLING,poster,100
TRIPP,storage tin with lid,0
TRIVSAM,coffee cup and saucer,100
TRIVSAM,espresso cup and saucer,0
TRIVSAM,series,100
TRIVSAM,serving bowl,0
TRIVSAM,serving plate,100
TROFAST,ext bed frame with slatted bed base,0
TROFAST,toy storage series,100
TROJKA,scissors,0
TROJKA,scissors,100
TROLIG,curtain rod set,0
TROLLFJORDEN,toiletries bag,100
TROLLSTA,series,0
TROMSNES,day-bed frame,100
TROMSÖ,series,0
TRONDHEIM,series,100
TRONES,shoe storage,0
TROPISK,potted plant,100
TROSS,track light with 3 spotlights,0
TRYGG,serving bowl,100
TRYTA,bench,0
TULLSTA,chair,100
TULSEBODA,candle holder,0
TULSEBODA,candlestick,100
TULSEBODA,tealight holder,0
TUNDRA,floor,100
TUNDRA,molding,0
TUNDRA,multi-function profile,100
TUPPLUR,pair of curtains,0
TUPPLUR,roller blind,100
TVÅBLAD CIRKEL,duvet cover and pillowcase(s),0
TVÅBLAD RUND,duvet cover and pillowcase(s),100
TVÅBLAD,duvet cover and pillowcase(s),0
TVILLING,poster,100
TYDA,handle,0
TYGLÖSA,frame,100
TYLÖSAND,corner sofa/sofa-bed,0
TYLÖSAND,footstool,100
TYLÖSAND,one-seat section,0
TYLÖSAND,series,100
TYLÖSAND,sofa bed slipcover,0
TYSNES,table mirror,100
TYST,coaster,0
TYST,place mat,100
ULDUM,rug,0
ULLAKAJSA,roller blind,100
ULSBERG,mirror,0
ULSBERG,nightstand,100
UNG DRILL,frame,0
UNNI,rug,100
UNNI,rug,0
UPPENBAR,measuring cup,100
UPPLEVA ORMO,wall bracket for flat screen TV,0
UPPTÄCKA,backpack on wheels,100
UPPTÄCKA,bag,0
UPPTÄCKA,briefcase,100
UPPTÄCKA,carry-on with wheels and briefcase,0
UPPTÄCKA,laptop bag,100
UPPTÄCKA,shopping bag with wheels,0
UPPTÄCKA,toiletries bag,100
UPPTÄCKA,umbrella,0
UPPTÄCKA,weekend bag with toilet bag,100
URBAN,bar stool,0
URBAN,chair,100
UTBY,bar table,0
UTBY,kitchen island,100
UTBY,series,0
UTBY,underframe,100
UTMÄRKT,series,0
UTSIRA,mirror,100
VÅGEN,curtain rod set,0
VÅGEN,double wall hardware,100
VÅGEN/ENJE,window solution,0
VÄGGIS,noticeboard,100
VÄGHULT,series,0
VAKEN,glass,100
VALBY RUTA,rug,0
VALBY,rug,100
VALLVIK,3 drawer chest,0
VALLVIK,6-drawer dresser,100
VALLVIK TV,bench/coffee table,0
VALLVIK,bookcase,100
VÄNLIG,series,0
VÄNNA,unknown,100
VANVIK,bed frame,0
VÄRDE,base cabinet,100
VÄRDE,countertop,0
VÄRDE,double bowl sink,100
VÄRDE,glass-door wall cabinet,0
VÄRDE,high cabinet f built-in oven/micro,100
VÄRDE,series,0
VÄRDE,shelving unit,100
VÄRME,teapot,0
VARSAM,tray,100
VARSE,paper napkin,0
VASEN,vase,100
VÄTE,series,0
VEJEN,rug,100
VEJMON,coffee table,0
VEJMON,series,100
VEJMON,side table,0
VERKLIG,curtain rod set,100
VERKSAM,pair of armrests,0
VERKSAM,swivel chair,100
VESSLA,lid,0
VESSLA,storage crate with casters,100
VIKA AMON/VIKA CURRY,table,0
VIKA,table bar,100
VIKARE,guard rail,0
VIKIS,alarm clock,100
VILA,3-piece sheet set,0
VILA,pillow sham,100
VILDBÄR,spray bottle,200
VILDRIS,duvet cover and pillowcase(s),200
VILMIE,collection,0
VILSHULT,picture,100
VILSHULT,series,0
VINDE,rug,100
VINNA,handle,0
VINSTRA,6-drawer dresser,100
VINSTRA,dressing table with mirror,0
VINSTRA,nightstand,100
VIPPA,hook,0
VIREN,series,100
VIRRE,slide with ladder and guard rail,0
VIRSERUM,series,100
VISEN,series,0
VISEN,toilet roll holder,100
VISEN,tumbler,0
VISEN,wire basket,100
VITAMIN,stool,0
VITAMINER,textiles,100
VITSKÄR,3-piece bathroom set,0
VITSKÄR,soap dish,100
VITSKÄR,toothbrush holder,0
VITTEN,rug,100
VIVAN,pair of curtains,0
VOLMAR,swivel chair,100
VOLYM,steel vacuum flask,0
VRETA,chair,100
VRETA,corner sofa w end unit left,0
VRETA,corner sofa with arm left,100
VRETA,corner sofa with arm right,0
VRETA,corner sofa with end unit right,100
VRETA,end unit/footstool,0
VRETA,footstool,100
VRETA,loveseat,0
VRETA,series,100
VRETA,sofa,0
VRETA,sofa bed,100
VRETA,swivel/reclining/armchair,0
VURM,4-bottle wine rack,100
VYSSA,series,0
WILMA,pair of curtains,100
YNGAREN,bottle,0
YNGAREN,bowl,100
YNGAREN,jar with lid,0
YNGAREN,soap dispenser,100
YNGAREN,tumbler,0
YNGSJÖ,tealight holder,100
YSTER,handle,0
YUCCA ELEPHANTIPES,potted plant,100
ZITA RAND,apron,0
ZITA,oven mitt,100
